BIANA ID	UniProt ID	genesymbol	description	geneid	Equivalent Entries
553766	Q6XYQ8	SYT10	Synaptotagmin-10	341359	Q495U2; KEGG::341359
553769	Q9BT88	SYT11	Synaptotagmin-11	23208	Q68CT5; Q14998; Q96SU2; Q8IXU3; Q5W0D4; KEGG::23208
400083	Q9P2J9	PDP2	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial	57546	A8K924; KEGG::57546
522606	Q7Z769	SLC35E3	Solute carrier family 35 member E3	55508	Q0P5Y5; A8K0T0; Q9P0V1; KEGG::55508
522602	P0CK97	SLC35E2	Solute carrier family 35 member E2	9906	Q2TAY8; O75035; B3KWR0; Q569F8; Q9Y3J8; Q5CZA4; Q5QPR8; KEGG::9906
489523	P36954	POLR2I	DNA-directed RNA polymerase II subunit RPB9	5438	B2R5J2; Q6NW05; KEGG::5438
181619	A6NCS6	C2orf72	Uncharacterized protein C2orf72	257407	KEGG::257407
308541	O14732	IMPA2	Inositol monophosphatase 2	3613	Q9UJT3; B0YJ29; KEGG::3613
181617	A6NGG8	C2orf71	Uncharacterized protein C2orf71	388939	KEGG::388939
181614	A6NJV1	C2orf70	UPF0573 protein C2orf70	339778	KEGG::339778
181611	Q8N8R5	C2orf69	UPF0565 protein C2orf69	205327	Q8NE30; KEGG::205327
437567	Q9H0N0	RAB6C	Ras-related protein Rab-6C	84084	Q6FIF7; Q9P128; Q53RU3; KEGG::84084
539698	O75886	STAM2	Signal transducing adapter molecule 2	10254	Q7LDQ0; D3DPA1; Q9UF58; A8K8A0; KEGG::10254
539692	Q96FJ0	STAMBPL1	AMSH-like protease	57559	Q7Z420; Q5T9N9; Q9P2H4; B3KPA7; Q5T9N4; KEGG::57559
177350	Q9H0H9	CYP4F30P	Putative cytochrome P450 family member 4F30	-	-
539696	Q92783	STAM	Signal transducing adapter molecule 1	8027	Q8N6D9; D3DRU5; B0YJ99; KEGG::8027
568298	Q93096	PTP4A1	Protein tyrosine phosphatase type IVA 1	7803	O00648; B2R6C8; Q49A54; KEGG::7803
568295	O94900	TOX	Thymocyte selection-associated high mobility group box protein TOX	9760	Q96AV5; KEGG::9760
175866	Q58F21	BRDT	Bromodomain testis-specific protein	676	Q6P5T1; A6NF68; B7Z890; O14789; Q05DQ4; B7ZAX7; Q7Z4A6; Q8IWI6; D3DT32; B7Z811; KEGG::676
596399	Q9BZH6	WDR11	WD repeat-containing protein 11	55717	Q9P2J6; Q5VWA1; KEGG::55717
184930	P29017	CD1C	T-cell surface glycoprotein CD1c	911	Q5TDJ7; Q6IAS4; Q9UMM0; Q9UN96; KEGG::911
184933	P15813	CD1D	Antigen-presenting glycoprotein CD1d	912	Q5W0J3; D3DVD5; Q9Y5M4; Q9UMM3; KEGG::912
596393	Q8IZQ1	WDFY3	WD repeat and FYVE domain-containing protein 3	23001	Q96D33; Q4W5K5; Q96BS7; Q8NAV6; Q9Y2J7; Q6P0Q5; Q8N1T2; Q96N85; KEGG::23001
596391	Q96P53	WDFY2	WD repeat and FYVE domain-containing protein 2	115825	B1AL86; Q96CS1; KEGG::115825
596395	Q6ZS81	WDFY4	WD repeat- and FYVE domain-containing protein 4	57705	Q86WZ4; Q9HCG5; Q8N4A3; Q8TEN7; Q96BE1; Q9H7H8; B9ZVP2; KEGG::57705
310884	Q96AZ6	ISG20	Interferon-stimulated gene 20 kDa protein	3669	O00586; O00441; KEGG::3669
518861	Q59EK9	RUNDC3A	RUN domain-containing protein 3A	10900	O15483; O60651; Q7Z3S2; Q9UF50; B2R974; Q59EK9,O1; KEGG::10900
391161	Q9H6K4	OPA3	Optic atrophy 3 protein	80207	Q8N784; Q6P384; KEGG::80207
640933	Q96IR2	ZNF845	Zinc finger protein 845	91664	KEGG::91664
62124	Q9Y600	CSAD; pcap	Cysteine sulfinic acid decarboxylase	51380	Q96JQ3; Q4QQH9; Q9UNJ5; Q86V02; Q9Y601; A8K0U4; KEGG::51380
2726433	Q5QTQ6	-	-	-	-
283432	P0C5Y9	H2AFB1	Histone H2A-Bbd type 1	474382	P98176; A0PK90; Q96PR7; Q6FG78; Q5TZB2; KEGG::474382
577257	Q5T0N1	TTC18	Tetratricopeptide repeat protein 18	118491	Q8NI31; Q8NI30; Q8N7D5; Q5T0N0; C9JIZ9; Q5T0M4; Q69YH9; Q8IYZ8; Q5T0M9; KEGG::118491
577254	Q8NEE8	TTC16	Tetratricopeptide repeat protein 16	158248	Q5JU66; Q96M72; KEGG::158248
577252	Q8NBP0	TTC13	Tetratricopeptide repeat protein 13	79573	B1AQI1; B1AQI2; Q8ND20; Q8IVP8; Q8NBI0; KEGG::79573
453566	Q96L21	RPL10L	60S ribosomal protein L10-like	140801	Q8IUD1; KEGG::140801
242961	Q96PL5	ERMAP	Erythroid membrane-associated protein	114625	Q8NCW3; Q8NCW2; Q5VV53; Q96PL6; Q8NCV8; D3DPW8; Q7Z3X0; Q6DUE0; KEGG::114625
177824	Q5JVX7	C1orf141	Uncharacterized protein C1orf141	400757	Q0P5P5; Q5JVX5; KEGG::400757
245587	Q9NZB2	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	23196	Q9NZB1; Q4VXG2; Q4VXF5; A6NGU0; Q4VXF4; Q86V69; Q96I21; Q14688; C4AMC6; O60649; KEGG::23196
444525	Q9H902	REEP1	Receptor expression-enhancing protein 1	65055	B7Z4D7; B7Z5R9; D6W5M2; Q53TI0; B7Z4F2; KEGG::65055
283298	P22492	HIST1H1T	Histone H1t	3010	Q8IUE8; Q6ISI1; KEGG::3010
92994	Q14498	RBM39	RNA-binding protein 39	9584	E1P5S0; E1P5S1; Q14499; B0BLV3; A5D8W2; A2RRD3; B4DRA0; KEGG::9584
92995	Q13428	TCOF1	Treacle protein	6949	Q6SC72; Q99860; A0JLU0; Q7Z5W9; Q99408; B4E111; Q96A52; A0JLU0,Q1; B4DRA2; KEGG::6949
566333	Q96A57	TMEM230	Transmembrane protein 230	29058	Q5TDS5; B2RDM8; Q96ES2; D3DVZ9; Q0VGC8; Q9P0A7; KEGG::29058
373218	Q9Y5B8	NME7	Nucleoside diphosphate kinase 7	29922	Q9Y5B8,B3; B3KSW9; A8K3T6; A8MY09; Q5TGZ4; KEGG::29922
305717	P08069	IGF1R	Insulin-like growth factor 1 receptor; Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain	3480	Q9UCC0; Q14CV2; B1B5Y2; KEGG::3480
252407	Q9BXU8	FTHL17	Ferritin heavy polypeptide-like 17	53940	Q6NTE2; Q6NT24; KEGG::53940
408165	Q58EX7	PLEKHG4	Puratrophin-1	25894	Q4H485; Q56A69; Q9H7K4; Q9UFW0; Q4G0J8; KEGG::25894
408163	A1L390	PLEKHG3	Pleckstrin homology domain-containing family G member 3	26030	Q8TEF5; B5MEC9; Q7L3S3; Q9BT82; Q86SW7; Q96EW6; Q6GMS3; A1L389; O60339; Q6P4B1; KEGG::26030
408162	Q9H7P9	PLEKHG2	Pleckstrin homology domain-containing family G member 2	64857	Q96BU2; Q9H699; Q96D18; Q6DHV6; C9J0Y4; B8ZZK6; KEGG::64857
345035	Q9HCE5	METTL14	Methyltransferase-like protein 14	57721	Q969V2; A6NIG1; KEGG::57721
314088	Q6IE81	PHF17	Protein Jade-1	79960	Q4W5D5; Q96SQ1; Q6ZSL7; Q8NC41; Q96JL8; D3DNY0; D3DNY1; Q9H692; KEGG::79960
57220	P20138	CD33	Myeloid cell surface antigen CD33	945	F8WAL2; B4E3P8; Q546G0; Q8TD24; C9JEN7; P20138,Q5; KEGG::945
57222	P16671	CD36	Platelet glycoprotein 4	948	Q9BZM8; Q9BPZ8; A4D1B1; Q9BZN4; Q9BQC2; P16671,A4; Q8TCV7; Q9BZN3; Q13966; Q16093; Q9BZN5; KEGG::948
625504	Q9Y2T7	YBX2	Y-box-binding protein 2	51087	D3DTP1; Q8N4P0; KEGG::51087
94122	P60891	PRPS1	Ribose-phosphate pyrophosphokinase 1	5631	P09329; B1ALA8; D3DUX6; B7ZB02; KEGG::5631
203796	P11844	CRYGA	Gamma-crystallin A	1418	Q53ST5; KEGG::1418
518053	O15235	MRPS12	28S ribosomal protein S12, mitochondrial	6183	Q53X98; KEGG::6183
60454	P08686	CYP21A2; P450-CYP21B	Steroid 21-hydroxylase	1589	Q5ST44; Q16806; A2BHY6; Q16749; Q08AG9; Q08AG8; P04033; Q01204; Q96NU8; K9LHU1; Q16874; KEGG::1589
150413	Q13790	APOF	Apolipoprotein F	319	Q8TC13; KEGG::319
554547	Q86TM6	SYVN1	E3 ubiquitin-protein ligase synoviolin	84447	Q96PK3; Q8N6E8; Q8N3K3; Q96JL5; KEGG::84447
536932	P21549	AGXT	Serine--pyruvate aminotransferase	189	Q53QU6; KEGG::189
190182	Q96CF2	CHMP4C	Charged multivesicular body protein 4c	92421	B2RBZ1; KEGG::92421
415820	Q5TYW8	PRAMEF3	PRAME family member 3	-	-
564027	Q13009	TIAM1	T-lymphoma invasion and metastasis-inducing protein 1	7074	Q17RT7; KEGG::7074
148660	Q96LA8	PRMT6	Protein arginine N-methyltransferase 6	55170	A3KME1; Q5T5Y5; B4DID8; Q6DKI4; Q9NVR8; KEGG::55170
272722	P06028	GYPB	Glycophorin-B	2994	Q9UCH7; Q0VAF4; Q58HE9; E2QBW7; Q58HF0; Q58HF1; KEGG::2994
186644	O95813	CER1	Cerberus	9350	Q6ISQ2; Q6ISJ6; Q6ISJ1; Q6ISS1; KEGG::9350
301710	P34913	EPHX2	Bifunctional epoxide hydrolase 2; Cytosolic epoxide hydrolase 2; Lipid-phosphate phosphatase	2053	Q9HBJ1; Q9HBJ2; J3KPH7; B2Z3B1; B3KUA0; B3KTU8; Q16764; G3V134; KEGG::2053
163200	P54710	FXYD2	Sodium/potassium-transporting ATPase subunit gamma	486	Q53YC1; Q15332; Q9GZQ7; Q9GZP3; P54710,Q8; KEGG::486
528723	P78330	PSPH	Phosphoserine phosphatase	5723	B2RCR5; Q7Z3S5; KEGG::5723
373211	P56597	NME5	Nucleoside diphosphate kinase homolog 5	8382	B2R5G7; KEGG::8382
87777	Q9UQF2	MAPK8IP1	C-Jun-amino-terminal kinase-interacting protein 1	9479	D3DQP4; O43407; Q6NUQ9; KEGG::9479
560591	Q9UBB9	TFIP11	Tuftelin-interacting protein 11	24144	Q5H8V8; Q20WL0; Q9Y2Q8; O95908; Q9UGV7; KEGG::24144
552954	Q8N2H4	SYS1	Protein SYS1 homolog	90196	Q5QPU7; E1P620; Q9BQZ2; Q9H1F7; Q9BQZ4; Q96SD8; C9JFB3; KEGG::90196
415111	O00743	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5537	Q9UIC9; B2R5V6; B7Z2W9; B7Z5K9; Q5U0A2; O00743,B7; KEGG::5537
68875	Q9Y4J8	DTNA	Dystrobrevin alpha	1837	Q13500; A8MSZ0; Q13199; B4DIU8; Q13198; Q13197; O15333; Q9Y4J8,Q9; E9PEH8; Q9BS59; B4DGS6; B7Z3X3; Q13498; Q13499; A8K541; Q59GK7; B4DIR0; A8MUY4; O15332; O75697; KEGG::1837
206648	P17538	CTRB1	Chymotrypsinogen B; Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C	-	-
368376	Q9NP98	MYOZ1	Myozenin-1	58529	Q9H1I7; KEGG::58529
368372	Q8WXC6	MYEOV2	Myeloma-overexpressed gene 2 protein	150678	Q8N110; KEGG::150678
418720	Q9ULL5	PRR12	Proline-rich protein 12	57479	Q8N4J6; E9PB06; KEGG::57479
149536	O14727	APAF1	Apoptotic protease-activating factor 1	317	Q9UJ63; Q9UJ58; Q9UJ59; Q9UBZ5; Q9UGN9; Q7Z438; Q9UJ67; Q9UGP0; Q9UJ62; Q9UJ61; Q9UJ60; O43297; Q9UJ66; Q9UJ65; Q9UJ64; B2RMX8; Q9UGN8; Q9BXZ6; Q9UNC9; KEGG::317
92567	P24557	TBXAS1; thromboxane synthase	Thromboxane-A synthase	6916	Q53F23; Q9HD84; Q9HD78; O14987; B4DJG6; Q9HD82; Q9HD83; Q8IUN1; Q9HD80; Q9HD79; Q16843; Q9HD81; Q9HD77; Q16844; Q96CN2; Q9GZW4; KEGG::6916
374225	O43676	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	4709	O43676,Q6; Q6IB80; KEGG::4709
314559	Q9P2H0	KIAA1377	Uncharacterized protein KIAA1377	57562	Q4G0U6; KEGG::57562
431988	Q8WU10	PYROXD1	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1	79912	A6NKI6; Q9H6P1; KEGG::79912
640866	Q86XN6	ZNF761	Zinc finger protein 761	388561	Q6ZNB9; KEGG::388561
90070	Q86X29	LSR	Lipolysis-stimulated lipoprotein receptor	51599	Q86X29,Q9; O00426; B4DKL4; Q9UQL3; E9PHD4; A6NDW3; Q9BT33; O00112; Q8NBM0; Q9BWS2; Q6ZT80; KEGG::51599
2724747	Q59F48	-	-	-	-
338951	O15480	MAGEB3	Melanoma-associated antigen B3	4114	O75861; B3KQ52; A0AVE4; KEGG::4114
90072	Q15583	TGIF1	Homeobox protein TGIF1	7050	Q15583,A6; A6NLU7; Q8N5X9; Q6ICR0; A6NE42; Q9NRS0; F8VZB6; KEGG::7050
239057	Q96FG2	ELMOD3	ELMO domain-containing protein 3	84173	D6W5K4; Q8NAC1; Q8WY75; Q2XSU4; Q2XSU3; B8ZZD6; Q8TCK4; Q8WV70; Q9H6Q8; Q2M1K3; KEGG::84173
368362	Q5VU43	PDE4DIP	Myomegalin	9659; 100996761; 101060291; 101060353	Q9HCP5; Q9HCP4; Q9HCP3; Q9HCP2; Q6PK88; O75042; Q68DU2; Q86T40; A2RU15; O75065; Q5VU49; Q5VU48; Q5VU42; Q5VU47; Q5VU46; Q5VU45; Q5VU44; Q6AZ93; Q2YDC1; Q86TB2; Q8N3W0; Q8TAY9; KEGG::9659; KEGG::100996761; KEGG::101060291; KEGG::101060353
90074	O43708	GSTZ1	Maleylacetoacetate isomerase	2954	A6NNB8; O75430; A6NED0; B2RCK3; O43708,A6; Q7Z610; Q6IB17; A8MWD7; O15308; Q9BV63; KEGG::2954
239053	Q8IZ81	ELMOD2	ELMO domain-containing protein 2	255520	D3DNZ0; B2R712; KEGG::255520
567908	P11388	TOP2A	DNA topoisomerase 2-alpha	7153	Q9HB24; Q9HB25; Q9HB26; Q9UP44; B2RTS1; Q71UN1; Q71UQ5; Q9UQP9; KEGG::7153
2647345	A1L0V1	ACTN1	-	-	-
65968	Q9H7Y0	CXorf36	Deleted in autism-related protein 1	79742	Q6UWJ5; A8MUU5; Q8WZ11; B2RPN7; KEGG::79742
405374	A6NDG6	PGP	Phosphoglycolate phosphatase	283871	KEGG::283871
74256	Q9NTX9	FAM217B	Protein FAM217B	63939	B4E2D0; Q9NTA3; B3KWH1; KEGG::63939
444963	Q92785	DPF2	Zinc finger protein ubi-d4	5977	A8K7C9; KEGG::5977
139269	P32297	CHRNA3	Neuronal acetylcholine receptor subunit alpha-3	1136	Q86U77; Q15823; Q99553; Q9BQ93; Q9BRR4; Q96RH3; Q4KMN8; KEGG::1136
2719279	Q0PKG6	pol	-	-	-
85702	P31274	HOXC9	Homeobox protein Hox-C9	3225	Q9H1I0; Q8N561; B2RCN7; P31274,Q8; KEGG::3225
314769	P19013	KRT4	Keratin, type II cytoskeletal 4	-	Q6GTR8; Q9BTL1; Q96LA7; F8VS64
331923	Q8N448	LNX2	Ligand of Numb protein X 2	222484	Q5W0P0; Q6ZMH2; Q96SH4; KEGG::222484
542660	Q1ZZU3	SWI5	DNA repair protein SWI5 homolog	375757	Q5SYX7; Q5SYX8; Q8N2W6; KEGG::375757
146095	Q3KRA9	ALKBH6	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6	84964	A5LGM8; A6NLP1; A8MU96; KEGG::84964
146099	Q9BT30	ALKBH7	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7	84266	B2R4U9; Q53FF3; KEGG::84266
139887	P49753	ACOT2	Acyl-coenzyme A thioesterase 2, mitochondrial	10965	Q53EK4; Q3I5F8; Q9NUX4; KEGG::10965
2655846	Q09FC8	-	-	-	B3KTG1; F5H287
139889	Q8N9L9	ACOT4	Acyl-coenzyme A thioesterase 4	122970	Q96N88; Q86TX1; Q86TX0; Q17RF4; Q5BKT6; KEGG::122970
596623	Q9Y4E6	WDR7	WD repeat-containing protein 7	23335	Q96PS7; Q86UX5; A7E2C8; Q86VP2; KEGG::23335
640595	Q5VIY5	ZNF468	Zinc finger protein 468	90333	Q5VIY4; A8MV20; Q5CZB8; Q68DI7; KEGG::90333
159689	O43681	ASNA1	ATPase ASNA1	439	A8K740; Q53FC6; A6NHP8; Q92849; KEGG::439
438025	P55042	RRAD	GTP-binding protein RAD	6236	Q96F39; KEGG::6236
419271	O14603	PRY; PRY2; PRYP3; PRYP4	PTPN13-like protein, Y-linked	9081; 442862; 100509646	Q14D09; B7ZLM1; KEGG::9081; KEGG::442862; KEGG::100509646
100850	Q86WI3	DKFZp686O13216; NLRC5	Protein NLRC5	84166	Q969L7; Q8NF42; Q86VM7; B5MEF1; Q8TEE2; Q9H6Y0; C9JMD8; Q8TEJ1; Q6MZW3; Q6P4A6; KEGG::84166
108400	O60260; Q5VVX3	PARK2	E3 ubiquitin-protein ligase parkin	5071	Q5TFV8; Q6Q2I6; A8K975; Q5VVX4; Q8NI44; A3FG77; O60260,Q5; Q8WW07; Q8NI43; Q8NI41; KEGG::5071
395771	Q58A45	PAN3	PAB-dependent poly(A)-specific ribonuclease subunit 3	255967	A1A4Y8; A1A4Y9; A0N0X1; B1ALF1; Q5T516; Q5TBA0; Q8NBA6; Q5HYG6; Q0D2P2; B7Z3W7; Q76E13; Q5T515; KEGG::255967
404316	Q8N0Y7	PGAM4	Probable phosphoglycerate mutase 4	441531	Q8NI24; Q8NI25; Q8NI26; Q5JPN2; KEGG::441531
280772	P49840	GSK3A	Glycogen synthase kinase-3 alpha	2931	O14959; KEGG::2931
71780	P05305	EDN1	Endothelin-1; Endothelin-1; Big endothelin-1	1906	Q96DA1; Q6FH53; P05305,Q6; KEGG::1906
2726987	Q5T2X4	CEP350	-	-	-
394429	P68402	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit beta	5049	O00687; P68402,Q6; A8DPS5; A8DPS6; A8DPS7; Q29459; E9PLP3; Q6IBR6; E9PEJ5; KEGG::5049
404314	P15259	PGAM2	Phosphoglycerate mutase 2	5224	KEGG::5224
261732	O14976	GAK	Cyclin-G-associated kinase	2580	Q9BVY6; KEGG::2580
569736	Q9H4I3	TRABD	TraB domain-containing protein	80305	Q9H7N1; Q96ED8; Q9UGX6; Q9UGX7; Q19CC5; KEGG::80305
556428	Q96BN2	TADA1	Transcriptional adapter 1	117143	KEGG::117143
261730	P62685	-	HERV-K_8p23.1 provirus ancestral Gag polyprotein; Matrix protein; Capsid protein; Nucleocapsid protein	-	-
246849	Q96GI7	FAM89A	Protein FAM89A	375061	KEGG::375061
229937	Q9NZW4	DSPP	Dentin sialophosphoprotein; Dentin phosphoprotein; Dentin sialoprotein	1834	A8MUI0; O95815; KEGG::1834
239365	P54851	EMP2	Epithelial membrane protein 2	2013	D3DUF8; B2R7V6; KEGG::2013
239367	P54852	EMP3	Epithelial membrane protein 3	2014	Q6FH01; KEGG::2014
89321	O95399	UTS2	Urotensin-2	10911	O95399,A0; A0AVP6; Q9UKP7; Q6UXF6; Q5H8X7; KEGG::10911
73948	Q96KP1	EXOC2	Exocyst complex component 2	55770	Q9NUZ8; Q96KP1,B3; B2RBE6; B3KPN7; Q9UJM7; Q5JPC8; Q96AN6; KEGG::55770
73949	O60645	DKFZp762K123; EXOC3	Exocyst complex component 3	11336	Q8WUW0; Q96DI4; Q6P2E8; Q8TEN6; Q69YP2; O60645,Q6; KEGG::11336
435308	P22695	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	7385	B3KSN4; Q9BQ05; KEGG::7385
154152	O43488	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	8574	O75749; Q5TG63; KEGG::8574
81122	P51674	GPM6A	Neuronal membrane glycoprotein M6-a	2823	P51674,Q8; Q92602; E9PHI5; B7Z642; Q86YB0; KEGG::2823
522063	Q8WXG8	S100Z	Protein S100-Z	170591	KEGG::170591
219824	Q8IV53	DENND1C	DENN domain-containing protein 1C	79958	Q9H5Z2; Q8NDB1; B4E051; D3PFD4; KEGG::79958
219826	Q9ULE3	DENND2A	DENN domain-containing protein 2A	27147	Q86XY0; C9JUI3; Q1RMD5; KEGG::27147
219823	Q6P3S1	DENND1B	DENN domain-containing protein 1B	163486	Q8TBE6; D3PFD5; Q9H774; Q5TAI8; B5MD89; Q9NXU2; Q5T3C1; Q8NDT1; Q6B0I8; Q5T3B9; Q5T3B8; KEGG::163486
219828	Q68D51	DENND2C	DENN domain-containing protein 2C	163259	Q5TCX6; B1AL26; Q6P3R3; KEGG::163259
219829	Q9H6A0	DENND2D	DENN domain-containing protein 2D	79961	Q5T5V6; Q9BSU0; KEGG::79961
84469	Q2TB90	HKDC1	Putative hexokinase HKDC1	80201	Q96EH2; Q9H5Y9; B5MDN9; Q5VTC7; Q2TB91; Q7Z373; B3KT70; Q8WU37; KEGG::80201
634894	A8MYG8	-	Putative ankyrin repeat domain-containing protein ENSP00000383069	-	-
634890	Q9UHT9	-	Putative uncharacterized protein PRO1768	-	-
634891	Q6ZR54	-	Putative uncharacterized protein FLJ46641	-	-
634893	Q9P1C3	-	Putative uncharacterized protein PRO2829	-	-
424939	Q9Y6C5	PTCH2	Protein patched homolog 2	8643	Q53Z57; O95856; Q5QP87; Q6UX14; O95341; KEGG::8643
170971	Q96Q91	SLC4A9	Anion exchange protein 4	83697	E9PDK1; B7ZL63; Q96RM5; Q9BXN3; D3DQD4; D3DQD5; D3DQD6; Q9BXF2; KEGG::83697
2739556	Q9UI71	-	-	-	-
2739555	Q9UI68	POLQ	-	-	-
246708	Q14320	FAM50A	Protein FAM50A	9130	B2R997; Q5HY37; A8KAQ4; KEGG::9130
246705	Q9NUQ9	FAM49B	Protein FAM49B	51571	Q96AZ5; Q9NZE7; KEGG::51571
407475	Q86V86	PIM3	Serine/threonine-protein kinase pim-3	415116	Q68BM2; B1B0P0; A5D8X8; A8K7J0; KEGG::415116
407473	Q9P1W9	PIM2	Serine/threonine-protein kinase pim-2	11040	Q99739; A8K4G6; Q9P1W9,A8; KEGG::11040
161578	Q5T2N8	ATAD3C	ATPase family AAA domain-containing protein 3C	219293	Q8N1Z5; KEGG::219293
161573	Q9ULI0	ATAD2B	ATPase family AAA domain-containing protein 2B	54454	Q8N9E7; B9ZVQ5; Q6ZNA6; KEGG::54454
161574	Q9NVI7	ATAD3A	ATPase family AAA domain-containing protein 3A	55210	D2K8Q1; G3V1I6; B3KPB3; Q96A50; Q8N275; Q5SV23; KEGG::55210
161576	Q5T9A4	ATAD3B	ATPase family AAA domain-containing protein 3B	83858	Q9BUK4; A8K3H1; Q6ZRB5; Q9ULE7; KEGG::83858
539559	Q9NY57	STK32B	Serine/threonine-protein kinase 32B	55351	Q6UXH3; Q8IY14; KEGG::55351
192415	O95484	CLDN9	Claudin-9	9080	KEGG::9080
438707	Q09028	RBBP4	Histone-binding protein RBBP4	5928	P31149; B2R6G9; Q53H02; Q09028,B4; D3DPQ3; Q96BV9; B4DRH0; KEGG::5928
321662	P60371	KRTAP10-6	Keratin-associated protein 10-6	386674	KEGG::386674
321660	P60372	KRTAP10-4	Keratin-associated protein 10-4	386672	Q08AS0; KEGG::386672
321661	P60370	KRTAP10-5	Keratin-associated protein 10-5	386680	Q70LJ3; Q0VAR7; Q0VAR8; KEGG::386680
321666	P60014	KRTAP10-10	Keratin-associated protein 10-10	353333	KEGG::353333
321667	P60413	KRTAP10-12	Keratin-associated protein 10-12	386685	B2RPA3; KEGG::386685
438700	Q9NYW8	RBAK	RB-associated KRAB zinc finger protein	57786; 100533952	A8KAK4; A6NDF2; B9EGS1; F8W6M7; B2RN44; KEGG::100533952; KEGG::57786
341824	Q9Y6D9	MAD1L1	Mitotic spindle assembly checkpoint protein MAD1	8379	Q9UNH0; Q13312; Q86UM4; Q75MI0; KEGG::8379
556370	Q9Y6A5	TACC3	Transforming acidic coiled-coil-containing protein 3	10460	Q9UMQ1; Q3KQS5; KEGG::10460
354907	Q96EN8	MOCOS	Molybdenum cofactor sulfurase	55034	Q9NWM7; Q8N3A4; Q53GP5; KEGG::55034
546798	Q9NSD9	FARSB	Phenylalanine--tRNA ligase beta subunit	10056	Q57ZJ5; O95708; Q4ZFX1; Q9NZZ6; KEGG::10056
324900	P07864	LDHC	L-lactate dehydrogenase C chain	3948	Q6GSG8; Q7Z7J4; D3DQY4; KEGG::3948
267572	Q8WTR4	GDPD5	Glycerophosphodiester phosphodiesterase domain-containing protein 5	81544	Q7Z4S0; Q8NCB7; Q6UX76; Q8TB77; Q8N781; Q49AQ5; KEGG::81544
289702	Q6UWX4	HHIPL2	HHIP-like protein 2	79802	Q6GU65; Q96BU5; Q96BT4; Q9H8A0; KEGG::79802
93148	Q8TE76	MORC4	MORC family CW-type zinc finger protein 4	79710	Q96MZ2; Q5JUK7; Q9HAI7; B4DTP6; A1YR23; H7BXF1; A1YR24; KEGG::79710
93149	Q7Z3K3	POGZ	Pogo transposable element with ZNF domain	23126	Q9Y4X7; B7ZBY5; B4DTP8; E9PM80; Q8TDZ7; Q5SZS2; Q5SZS4; O75049; B4DYL9; Q5SZS3; Q3LIC4; Q5SZS1; KEGG::23126
61066	P17927	CR1	Complement receptor type 1	1378	Q5SR43; P17927,Q5; Q5SR45; Q16745; Q16744; Q9UQV2; E9PDY4; KEGG::1378
106682	Q15428	SF3A2	Splicing factor 3A subunit 2	8175	O75245; D6W605; B2RBU1; Q05DF2; Q15428,Q0; KEGG::8175
195709	Q9P003	CNIH4	Protein cornichon homolog 4	29097	A8K1Q8; Q9H0X8; B2R553; KEGG::29097
530211	Q15464	SHB	SH2 domain-containing adapter protein B	6461	Q504U5; Q5VUM8; D3DRQ5; B9EGM0; KEGG::6461
306742	Q9NZH8	IL36G	Interleukin-36 gamma	56300	Q6UVX7; Q56B91; Q7RTZ9; KEGG::56300
306740	Q9UHA7	IL36A	Interleukin-36 alpha	27179	B2RAD9; Q5BLR4; Q7RTZ8; Q53SR7; KEGG::27179
306741	Q9NZH7	IL36B	Interleukin-36 beta	27177	Q3MIH0; Q7RTZ7; Q9UHA5; Q53SR6; KEGG::27177
306746	P26951	IL3RA	Interleukin-3 receptor subunit alpha	3563	Q5HYQ7; A8K3F3; B9VI81; KEGG::3563
412843	Q15063	POSTN	Periostin	10631	Q15064; Q3KPJ5; Q5VSY5; Q29XZ0; Q8IZF9; KEGG::10631
251640	Q96RJ6	FERD3L	Fer3-like protein	222894	Q495K0; KEGG::222894
175227	P35226	BMI1	Polycomb complex protein BMI-1	648; 100532731	Q5T8Z3; Q96F37; P35226,Q5; Q16030; KEGG::648; KEGG::100532731
566277	Q9BTX3	TMEM208	Transmembrane protein 208	29100	Q96D25; Q05CT0; Q9NZZ7; KEGG::29100
566271	Q6UWW9	TMEM207	Transmembrane protein 207	131920	KEGG::131920
2733376	Q86XM6	LPPR4	-	-	-
437500	Q13637	RAB32	Ras-related protein Rab-32	10981	KEGG::10981
241575	Q9NQZ7	ENTPD7	Ectonucleoside triphosphate diphosphohydrolase 7	57089	D3DR64; B2RB83; B3KP21; KEGG::57089
406045	O60346	PHLPP1	PH domain leucine-rich repeat-containing protein phosphatase 1	23239	Q641Q7; Q86TN6; Q96FK2; A1A4F5; Q6PJI6; Q9NUY1; Q6P4C4; KEGG::23239
